Total_Stops,Price,Journey_Day,Journey_Month,Dep_hour,Dep_min,Arr_hour,Arr_min,Duration_hours,Duration_mins,Price_per_minute,Airline_Air Asia,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Banglore,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Banglore,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
0,4995.0,3,5,7,5,8,30,1.42,85,58.76470588235294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,7408.0,9,6,9,0,21,0,12.0,720,10.28888888888889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5678.0,15,3,19,35,21,5,1.5,90,63.08888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,5678.0,9,6,19,35,21,5,1.5,90,63.08888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,26890.0,1,3,8,55,0,45,15.83,949,28.335089567966282,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,13904.0,6,3,6,0,19,25,37.42,2245,6.193318485523386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,15318.0,1,6,20,0,4,25,8.42,505,30.332673267326733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8452.0,15,5,20,20,22,40,26.33,1579,5.352754908169728,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,6314.0,9,6,10,35,21,0,10.42,625,10.1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10203.0,1,5,10,0,20,25,10.42,625,16.3248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3597.0,15,6,8,20,10,35,2.25,135,26.644444444444446,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,8266.0,12,6,10,20,19,15,8.92,535,15.450467289719626,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12373.0,18,5,21,50,12,35,14.75,885,13.980790960451978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,36235.0,1,3,14,5,21,20,7.25,435,83.29885057471265,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,14871.0,3,3,8,25,21,0,12.58,754,19.722811671087534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7229.0,12,4,17,45,20,45,3.0,180,40.16111111111111,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4804.0,24,4,22,15,0,50,2.58,154,31.194805194805195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,7303.0,3,3,20,0,22,55,2.92,175,41.73142857142857,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,13587.0,1,6,11,30,21,0,9.5,570,23.83684210526316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7740.0,18,5,14,55,22,30,7.58,454,17.048458149779737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7295.0,1,3,14,40,17,5,2.42,145,50.310344827586206,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,18916.0,3,3,18,15,1,35,7.33,439,43.08883826879271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8266.0,21,5,12,50,19,15,6.42,385,21.47012987012987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12373.0,18,5,2,15,4,25,26.17,1570,7.880891719745223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,11188.0,18,5,13,15,22,30,9.25,555,20.158558558558557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14151.0,18,5,9,35,18,0,8.42,505,28.021782178217823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,14714.0,1,6,8,0,19,0,11.0,660,22.293939393939393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7229.0,6,4,7,10,10,10,3.0,180,40.16111111111111,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,12242.0,27,3,9,0,4,25,19.42,1165,10.508154506437767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,9134.0,15,3,7,0,12,25,5.42,325,28.104615384615386,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3943.0,1,5,22,10,1,0,2.83,169,23.331360946745562,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,6961.0,1,6,10,0,12,45,2.75,165,42.18787878787879,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,23843.0,12,3,8,15,16,35,8.33,499,47.78156312625251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3597.0,24,5,9,45,12,0,2.25,135,26.644444444444446,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,7408.0,27,6,13,0,21,0,8.0,480,15.433333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3257.0,27,5,5,55,8,35,2.67,160,20.35625,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1965.0,6,5,5,45,7,15,1.5,90,21.833333333333332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,9100.0,27,3,6,40,19,15,12.58,754,12.068965517241379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3100.0,18,6,19,30,20,45,1.25,75,41.333333333333336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,26890.0,1,3,8,0,18,25,10.42,625,43.024,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,8016.0,24,6,17,45,20,45,3.0,180,44.53333333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,12173.0,24,3,20,30,20,25,23.92,1435,8.482926829268292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8784.0,27,5,4,55,21,0,16.08,964,9.112033195020746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,5298.0,9,5,6,50,12,10,5.33,319,16.608150470219435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,11087.0,9,3,8,55,9,30,24.58,1474,7.521709633649932,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5409.0,9,6,17,55,22,50,4.92,295,18.335593220338982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,5842.0,1,5,7,25,13,35,6.17,370,15.78918918918919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2228.0,18,3,15,50,17,20,1.5,90,24.755555555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3543.0,6,5,17,45,20,5,2.33,139,25.489208633093526,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,7228.0,21,5,21,0,2,15,5.25,315,22.946031746031746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,6287.0,15,4,5,5,12,10,7.08,424,14.827830188679245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13377.0,27,6,13,0,1,30,12.5,750,17.836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,6985.0,3,3,17,15,20,0,2.75,165,42.333333333333336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8372.0,3,6,13,0,19,15,6.25,375,22.325333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,14687.0,21,5,9,25,5,25,20.0,1200,12.239166666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,9564.0,9,3,11,0,14,15,3.25,195,49.04615384615385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12080.0,12,3,8,45,16,45,8.0,480,25.166666666666668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2,18275.0,3,6,17,50,1,30,7.67,460,39.72826086956522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6093.0,6,6,7,30,21,0,13.5,810,7.522222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,14861.0,9,3,5,40,4,25,22.75,1365,10.887179487179488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4804.0,18,5,11,30,14,5,2.58,154,31.194805194805195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,9314.0,1,5,20,25,19,10,22.75,1365,6.823443223443223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,9794.0,9,5,8,45,19,0,10.25,615,15.92520325203252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,13029.0,21,5,5,30,19,0,13.5,810,16.085185185185185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3841.0,3,6,17,10,19,40,2.5,150,25.606666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,12284.0,18,3,8,0,13,15,5.25,315,38.99682539682539,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,14714.0,9,6,21,50,4,25,6.58,394,37.34517766497462,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7064.0,1,4,6,30,22,35,16.08,964,7.327800829875518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,5198.0,18,5,7,10,10,10,3.0,180,28.877777777777776,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,14781.0,15,5,6,30,16,20,9.83,589,25.095076400679115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,13381.0,24,6,20,15,19,15,23.0,1380,9.696376811594202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,6094.0,1,6,5,10,8,0,2.83,169,36.05917159763314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,5298.0,1,6,6,50,12,10,5.33,319,16.608150470219435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7408.0,27,6,10,0,21,0,11.0,660,11.224242424242425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14388.0,12,5,21,10,12,0,14.83,889,16.184476940382453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,9443.0,24,6,19,45,19,15,23.5,1410,6.697163120567376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,11762.0,3,3,7,5,19,15,36.17,2170,5.420276497695853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7480.0,27,6,12,30,9,25,20.92,1255,5.960159362549801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,5406.0,15,3,5,35,8,50,3.25,195,27.723076923076924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,9564.0,12,6,11,0,14,15,3.25,195,49.04615384615385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,10368.0,9,6,9,40,19,0,9.33,559,18.547406082289804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,5636.0,9,5,7,15,12,30,5.25,315,17.892063492063492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1965.0,9,5,22,45,0,15,1.5,90,21.833333333333332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,12739.0,12,6,21,10,4,40,7.5,450,28.308888888888887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4148.0,12,3,14,20,16,55,2.58,154,26.935064935064936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7191.0,9,5,6,40,21,0,14.33,859,8.371362048894063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,10262.0,6,6,7,5,4,25,21.33,1279,8.023455824863174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12312.0,24,3,9,55,20,25,10.5,630,19.542857142857144,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,10262.0,3,6,18,15,19,0,24.75,1485,6.91043771043771,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,9564.0,15,6,11,0,14,15,3.25,195,49.04615384615385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13759.0,24,3,6,30,4,45,22.25,1335,10.306367041198502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8610.0,6,5,17,0,20,20,27.33,1639,5.25320317266626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,14714.0,15,6,13,0,19,0,6.0,360,40.87222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4823.0,3,6,8,30,11,20,2.83,169,28.53846153846154,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,6451.0,27,5,7,55,15,45,7.83,469,13.754797441364605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,16079.0,21,5,14,0,19,0,5.0,300,53.596666666666664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7202.0,1,6,11,0,14,15,3.25,195,36.93333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4944.0,24,3,23,30,2,20,2.83,169,29.254437869822485,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3625.0,1,6,5,55,8,35,2.67,160,22.65625,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,9663.0,9,5,14,5,12,0,21.92,1315,7.34828897338403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,9794.0,15,5,10,20,19,0,8.67,520,18.834615384615386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2437.0,1,5,13,15,14,45,1.5,90,27.07777777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,13377.0,15,6,10,0,1,30,15.5,930,14.383870967741936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,8586.0,6,6,20,0,4,40,8.67,520,16.51153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,19225.0,6,3,8,55,15,15,6.33,379,50.72559366754617,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,15554.0,18,5,22,50,4,25,5.58,334,46.5688622754491,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12121.0,1,5,9,35,22,5,12.5,750,16.161333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3943.0,27,5,10,10,13,0,2.83,169,23.331360946745562,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,13555.0,18,3,21,25,9,0,11.58,694,19.53170028818444,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4990.0,21,6,18,15,21,20,3.08,184,27.119565217391305,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,8854.0,6,3,20,30,23,0,26.5,1590,5.568553459119497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7878.0,27,5,7,10,16,10,9.0,540,14.588888888888889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,8028.0,3,3,9,50,12,35,2.75,165,48.654545454545456,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,8586.0,9,5,18,55,8,15,13.33,799,10.7459324155194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,15164.0,1,5,17,30,13,45,20.25,1215,12.480658436213991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,12284.0,18,3,7,0,15,15,8.25,495,24.816161616161615,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4995.0,21,6,7,5,8,30,1.42,85,58.76470588235294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,10051.0,27,5,8,45,19,15,10.5,630,15.953968253968254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,9663.0,21,5,14,5,10,5,20.0,1200,8.0525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,14424.0,1,5,7,0,5,25,22.42,1345,10.724163568773234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,14714.0,15,6,10,0,19,0,9.0,540,27.248148148148147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3100.0,24,5,13,55,15,25,1.5,90,34.44444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,6493.0,6,6,17,5,22,25,5.33,319,20.354231974921632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14571.0,6,6,6,30,23,35,17.08,1024,14.2294921875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,10368.0,15,6,5,30,19,0,13.5,810,12.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14714.0,3,6,15,0,4,25,13.42,805,18.278260869565216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3543.0,18,5,8,20,10,35,2.25,135,26.244444444444444,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,6810.0,6,6,7,35,19,25,11.83,709,9.605077574047955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,5201.0,24,3,9,0,11,30,2.5,150,34.67333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,13377.0,24,6,17,30,1,30,8.0,480,27.86875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,14629.0,21,3,7,30,18,50,11.33,679,21.544918998527248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6093.0,9,4,7,30,21,0,13.5,810,7.522222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,15419.0,12,6,11,35,1,30,13.92,835,18.465868263473055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,13484.0,21,5,16,50,13,45,20.92,1255,10.744223107569722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8372.0,18,5,21,0,7,40,10.67,640,13.08125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,8534.0,15,3,8,15,11,20,27.08,1624,5.254926108374384,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4030.0,15,5,17,45,20,45,3.0,180,22.38888888888889,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,13292.0,24,6,9,35,4,25,18.83,1129,11.773250664304694,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,16754.0,9,3,8,0,19,15,11.25,675,24.820740740740742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,6565.0,1,3,17,15,19,55,2.67,160,41.03125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,16079.0,27,5,22,50,19,0,20.17,1210,13.288429752066115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,11507.0,9,5,21,25,12,35,15.17,910,12.645054945054945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,12395.0,6,3,7,30,9,25,25.92,1555,7.971061093247588,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,22153.0,1,3,19,35,0,35,5.0,300,73.84333333333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,10919.0,27,6,6,45,12,35,29.83,1789,6.103409726103969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,13759.0,24,3,21,10,4,45,7.58,454,30.30616740088106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,6094.0,18,4,5,10,8,0,2.83,169,36.05917159763314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,11542.0,21,5,9,25,13,45,28.33,1699,6.793407886992348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,25735.0,1,3,11,40,10,25,22.75,1365,18.853479853479854,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,17471.0,6,3,22,50,23,0,24.17,1450,12.04896551724138,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,10844.0,9,6,16,30,23,35,7.08,424,25.57547169811321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,8372.0,3,6,19,0,7,40,12.67,760,11.01578947368421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3858.0,15,6,11,35,14,0,2.42,145,26.606896551724137,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,5694.0,15,3,1,30,4,15,2.75,165,34.50909090909091,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,17234.0,3,3,18,15,18,50,24.58,1474,11.691994572591588,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,11546.0,9,4,9,25,4,25,19.0,1140,10.128070175438596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,8028.0,3,3,7,0,9,40,2.67,160,50.175,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,8016.0,15,6,19,50,22,50,3.0,180,44.53333333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,10413.0,24,5,20,30,20,25,23.92,1435,7.256445993031359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,11948.0,12,3,11,5,22,10,11.08,664,17.99397590361446,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3205.0,1,4,10,20,11,50,1.5,90,35.611111111111114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,4423.0,18,5,13,0,15,50,2.83,169,26.171597633136095,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4878.0,24,3,7,0,9,40,2.67,160,30.4875,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,5912.0,15,4,17,5,22,15,5.17,310,19.070967741935483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,11411.0,12,5,5,50,8,55,27.08,1624,7.026477832512315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7618.0,24,6,7,0,21,0,14.0,840,9.06904761904762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,7229.0,12,4,15,15,18,10,2.92,175,41.308571428571426,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,6147.0,27,6,15,10,20,0,4.83,289,21.269896193771626,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,14237.0,15,6,18,25,4,25,10.0,600,23.72833333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,6101.0,21,3,7,45,13,40,5.92,355,17.185915492957747,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,12324.0,21,5,16,50,5,35,12.75,765,16.109803921568627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,18387.0,1,3,6,40,21,55,15.25,915,20.095081967213115,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,10262.0,3,6,16,0,4,25,12.42,745,13.774496644295303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
